1,ing,0,0,meth,0,0,combined,0,0
2,ing,0,0,meth,0,0,combined,0,0
3,ing,0.04732975736260414,0.9856318235397339,meth,0.07565298676490784,0.9710586071014404,combined,0.13227736949920654,0.955207884311676
4,ing,0.04452735185623169,0.9859330654144287,meth,0.07069315761327744,0.9718501567840576,combined,0.11161769926548004,0.961388111114502
5,ing,0.04385095089673996,0.9864457845687866,meth,0.07469847798347473,0.9709849953651428,combined,0.11662449687719345,0.9606510996818542
6,ing,0.04406039044260979,0.9865258932113647,meth,0.07165808975696564,0.9729236364364624,combined,0.10999410599470139,0.9618847966194153
7,ing,0.04537268728017807,0.9858529567718506,meth,0.07501716166734695,0.9712893962860107,combined,0.11228472739458084,0.9608433842658997
8,ing,0.043738238513469696,0.9866387248039246,meth,0.07586494088172913,0.9701769351959229,combined,0.11031537503004074,0.9620099663734436
9,ing,0.04354941472411156,0.9863510727882385,meth,0.07811393588781357,0.9685627222061157,combined,0.12198276817798615,0.9583179950714111
9,ing,0.05214892700314522,0.9823987483978271,meth,0.09333125501871109,0.962010383605957,combined,0.15102826058864594,0.9472568035125732
10,ing,0.050215139985084534,0.9837316870689392,meth,0.08546381443738937,0.9658880829811096,combined,0.12695081532001495,0.9555273056030273
11,ing,0.04906946048140526,0.984519362449646,meth,0.09223951399326324,0.962585985660553,combined,0.14172302186489105,0.9508013129234314
12,ing,0.05254236236214638,0.9836711287498474,meth,0.0937383770942688,0.9617983102798462,combined,0.15303325653076172,0.9477415084838867
12,ing,0.04967884346842766,0.985064685344696,meth,0.08822554349899292,0.9662516117095947,combined,0.1341184377670288,0.9529219269752502
13,ing,0.053591012954711914,0.9823078513145447,meth,0.08471902459859848,0.968644917011261,combined,0.1370191127061844,0.9528007507324219
14,ing,0.05278732627630234,0.9827319979667664,meth,0.0854407474398613,0.9674028158187866,combined,0.13592083752155304,0.9542245864868164
15,ing,0.051540717482566833,0.9842770099639893,meth,0.08302687108516693,0.9682813882827759,combined,0.13442747294902802,0.9538004994392395
16,ing,0.0543416291475296,0.9827622771263123,meth,0.08853104710578918,0.9671604633331299,combined,0.14753708243370056,0.9489229917526245
5,ing,0.04646950215101242,0.9851431846618652,meth,0.06903745979070663,0.9751304388046265,combined,0.12939859926700592,0.9556543231010437
6,ing,0.05147068202495575,0.982714056968689,meth,0.0734124481678009,0.9715811014175415,combined,0.12207413464784622,0.9578145742416382
